product_type,product_name,product_desc,product_price,product_brand,product_model,product_printertype,product_tech,product_maxsize,product_maxres,product_bwspeed,product_cspeed,product_memory,product_dimensions,product_weight
Laserprinters,"Brother DCP-L2540DN","De Brother DCP-L2540DN is ontwikkeld om het printen, scannen en kopiëren eenvoudig en snel te maken. Dit blijkt uit de indrukwekkende eigenschappen. Met een printsnelheid tot 30 pagina's per minuut en de optie automatisch dubbelzijdig te printen, hoef je nooit lang te wachten op jouw prints. Daarnaast bespaar je ook nog eens papier. Kopieer en/of scan je vaak documenten? Ook dat is geen enkel probleem. Het scannen gaat in hoge resolutie en het kopiëren gaat met 26 pagina's per minuut. De automatische documentinvoer (ADF) neemt je werk uit handen. De printer is compact en past op ieder bureau. Daarmee is deze printer een goede keus voor iedereen die vaak documenten print en geen behoefte heeft aan kleurenprints. De L2540DN beschikt over een netwerkverbinding zodat je de printer op de router kan aansluiten.","163,99","Brother","DCP-L2540DN","All-in-one","Laser","A4","2400 x 600","30 ppm","None","None","40,9 cm x 39,9 cm x 31,6 cm","11,2 kg"
Inkjetprinters,"Epson SureColor SC-P800","Print haarscherpe foto's tot A2+ formaat met de Epson SureColor SC-P800. Omdat de SC-P800 ook vanaf rolpapier kan printen, zijn de mogelijkheden vrijwel eindeloos. Met rolpapier maak je namelijk meterslange afdrukken. De 9 afzonderlijke cartridges zorgen voor een zeer goede kleurweergave, zodat zelfs de meest subtiele details niet aan het papier ontsnappen. De printer is te delen via wifi en ethernet zodat je eenvoudig draadloze opdrachten naar de fotoprinter stuurt.","1.139,-","Epson","C11CE22301BX","Alléén printen","Inkjet","A2+","2880 x 1440","6 ppm","5 ppm","None","68,4 cm x 37,6 cm x 25 cm","26,4 kg"
Laserprinters,"HP Color LaserJet Enterprise M553DN","Ben je op zoek naar een printer voor op het kantoor, maar heb je niet de ruimte voor een grote printer? De HP Color LaserJet Enterprise M553DN is razendsnel én compact zodat je hem overal kunt plaatsen. Verbind de printer simpelweg met je netwerk en je print via de HP ePrint app direct vanaf smartphone, tablet, pc of laptop. Ook aan de kosten per pagina is gedacht: met de XL-toners print je zeer voordelig.","649,-","HP","B5L25A","Alléén printen","Laser","A4","3600 x 3600","38 ppm","38 ppm","None","45,8 cm x 47,9 cm x 39,9 cm","27 kg"
Inkjetprinters,"Epson WorkForce Pro WF-8510DWF","Voor het zwaardere werk heb je goed gereedschap nodig. De Epson WorkForce Pro WF-8510DWF kan snel printen, scannen, kopiëren en faxen. Dankzij de automatische documentinvoer gaat dit ook nog eens heel eenvoudig. Ook voor het fijnere werk heb je het juiste gereedschap in handen: zo print je tot A3+-formaat én automatisch dubbelzijdig. Handig wanneer je bijvoorbeeld een brochure wil printen. Daarnaast heb je lage onderhoudskosten. Deze inkjet gebruikt namelijk minder energie en heeft lagere kosten per pagina dan vergelijkbare laserprinters.","999,-","Epson","C11CD44301","All-in-one","Inkjet","A3+","4800 x 1200","24 ppm","24 ppm","None","59 cm x 57 cm x 46,4 cm","34,3 kg"
Inkjetprinters,"Canon PIXMA PRO-100s","Als je een printer zoekt speciaal voor het afdrukken van foto's, dan is de Canon PIXMA PRO-100s een goede keuze. Met het 8 kleurensysteem print je natuurgetrouwe kleuren op formaten van 10 x 15 cm tot A3+. Zo heb je altijd het juiste formaat voor jouw foto's. De PIXMA PRO-100s is te delen via je router of via wifi. Zo verstuur je eenvoudig vanaf je camera, smartphone of tablet opdrachten naar de printer. Mooie extra is dat je ook je cd's, dvd's, of blu-ray discs kunt bedrukken met de bijgeleverde cd-lade.","489,-","Canon","9984B009","Alléén printen","Inkjet","A3+","4800 x 2400","0,6 ppm","0,6 ppm","None","68,9 cm x 38,5 cm x 21,5 cm","19,7 kg"
Labelprinters,"Brother PT-P700","De Brother PT-P700 maakt het ordenen van jouw (thuis)kantoor eenvoudig. Sluit de labelprinter via usb aan op je pc en je kunt direct labels printen vanuit Word, Excel en Outlook. Met de bijgeleverde P-touch labelsoftware kun je daarnaast barcodes, afbeeldingen creëren en afdrukken.","62,48","Brother","BRO-PT-P700","None","None","None","180 dpi","None","None","None","7,8 cm x 15,2 cm x 14,3 cm","0,71 kg"
Laserprinters,"Samsung Xpress M2875FD","De Samsung Xpress M2875FD is een zwart-witlaserprinter, kleurenscanner, kopieer- en faxapparaat.  De printer heeft een afdruksnelheid van 28 pagina's per minuut. Deze printer drukt automatisch dubbelzijdig af en slaat blanco pagina's over. Download de Easy Eco Driver om extra kosten te besparen. Hiermee verlaag je het papier-, stroom,- toner-, en CO2 verbruik. Deel de M2875FD met meerdere gebruikers binnen het netwerk. Dankzij de Easy Printer Manager beheer je alle printerinstellingen op afstand.","219,-","Samsung","SL-M2875FD/SEE","All-in-one","Laser","A4","4800 x 600","28 ppm","None","0,128 GB","40,1 cm x 36,7 cm x 36,2 cm","11,3 kg"
Labelprinters,"DYMO LabelManager 360D (QWERTY)","De DYMO LabelManager 360D met een QWERTY-toetsenbord beschikt over 3 lettertypes, 7 lettergroottes en 8 stijlen om een volledig gepersonaliseerde label te maken. De LabelManager 360D maakt dit ook nog eens erg makkelijk voor je: Symbolen zijn via sneltoetsen snel ingevoerd, via de bewaar-functie druk je veelgebruikte labels snel af en je hebt de beschikking over een breed scherm van 40 x 70 mm die tot 2 regels tekst weergeeft. Niet zeker over het eindresultaat? Bekijk voor het afdrukken met een druk op de knop tot in detail hoe je label eruit komt te zien en alle onzekerheid weg te nemen en dus papier te besparen. Geen gedoe meer met batterijen die leeg raken, de DYMO LabelManager 360D wordt namelijk gevoed door een oplaadbare lithium-ion batterij.","88,99","Dymo","S0879470","None","None","None","None","None","None","None","19,7 cm x 15 cm x 7,1 cm","0,621 kg"
Laserprinters,"Canon i-SENSYS LBP6030B","Als je tekst wil printen is een laserprinter een goede keuze. Met deze Canon laserprinter druk jij al jouw documenten snel en haarscherp af. Ook hoef je niet bang te zijn dat je inkt uitdroogt. Omdat deze printer met tonerpoeder werkt, is af en toe printen geen probleem. Sluit je printer aan op je laptop of pc en je hebt altijd een betrouwbare printer om belangrijke documenten te printen.","105,99","Canon","8468B006","Alléén printen","Laser","A4","600 x 600","18 ppm","None","None","36,4 cm x 24,9 cm x 19,9 cm","5 kg"
Laserprinters,"HP LaserJet Enterprise M606x","Als je voornamelijk veel tekstdocumenten print, dan is de HP LaserJet Enterprise M606x een goede keus. Dankzij de optie automatisch dubbelzijdig te printen, en de mogelijkheid de printer via een router of wifi te delen in het netwerk, is deze printer geschikt voor grote kantoren. Je hoeft niet bang te zijn dat er wachtrijen verschijnen bij de printer: de snelle processor en het ruime werkgeheugen zorgen ervoor dat je tot maar liefst 62 pagina's per minuut print.","1.109,-","HP","E6B73A","Alléén printen","Laser","A4","1200 x 1200","62 ppm","None","None","42,5 cm x 53,7 cm x 52,1 cm","32,5 kg"
Labelprinters,"DYMO LabelManager 210D","Hij is zeer compact, eenvoudig in gebruik en een aanvulling op ieder bureau. Het is de DYMO LabelManager 210D, een labelprinter met een QWERTY-toetsenbord. Iedereen die bekend is met een pc-toetsenbord kan dus zo aan de slag met labels. Verder beschikt de kleine DYMO LabelManager 210D over sneltoetsen voor symbolen en diakritische tekens, een groot beeldscherm en 6 lettergroottes, 7 stijlen en 8 verschillende kaders om labels naar eigen stijl te maken. Heb je hem even niet nodig? Dan schakelt de draadloze printer zichzelf automatisch uit om batterijen te besparen.","49,99","Dymo","S0784430","None","None","None","180 x 180","None","None","None","15,5 cm x 16,5 cm x 6,4 cm","0,812 kg"
Laserprinters,"HP LaserJet Enterprise M605dn","Nooit meer wachten tot dat ene document geprint is, zelfs niet wanneer je met meerdere mensen gebruik maakt van deze printer. Met de HP LaserJet Enterprise M605dn print je namelijk tot maar liefst 55 pagina's per minuut én print je automatisch dubbelzijdig. Daarnaast verwerkt de printer door het ruime werkgeheugen en de snelle processor met gemak meerdere documenten tegelijkertijd.","659,-","HP","E6B70A","Alléén printen","Laser","A4","1200 x 1200","55 ppm","None","None","42,5 cm x 53,7 cm x 39,9 cm","25,9 kg"
Inkjetprinters,"HP PageWide Enterprise Color MFP 586dn","De HP PageWide Enterprise Color MFP 586dn is een printer, scanner en kopieerapparaat in één voor op kantoor. Dankzij het werkgeheugen van 2 GB kan de printer meerdere opdrachten tegelijk uitvoeren. Verbind de printer via een modem met het netwerk en deel hem met het hele kantoor. Via het touchscreen selecteer jij eenvoudig de gewenste scan-, kopieer- en printinstellingen. Scan rapporten tot 100 pagina's via de ADF. Kwetsbare documenten scan je met de flatbedscanner. De PageWide technologie werkt met inkt zoals een inkjetprinter, met de snelheid van een laserprinter. De 1200 minuscule spuitmondjes bedrukken in 1 keer de volle breedte van de pagina. De papierinvoer is uit te breiden tot 5 laden, zo heb je voor elke papiersoort een eigen lade.","1.629,-","HP","G1W39A","All-in-one","Inkjet","A4","1200 x 1200","50 ppm","50 ppm","2,048 GB","53 cm x 56,4 cm x 52,9 cm","32,3 kg"
Inkjetprinters,"HP PageWide Enterprise Color MFP 586z","De HP PageWide Enterprise Color MFP 586z is een printer, scanner, fax- en kopieerapparaat in één voor op kantoor. Dankzij het werkgeheugen van 2 GB kan de printer meerdere opdrachten tegelijk uitvoeren. Verbind de 586z via een modem met het netwerk en deel hem met het hele kantoor. Via het 8 inch touchscreen selecteer jij eenvoudig de gewenste scan-, kopieer-, fax- en printinstellingen. Scan rapporten tot 100 pagina's via de ADF. Kwetsbare documenten scan je met de flatbedscanner. De PageWide technologie werkt met inkt zoals een inkjetprinter, met de snelheid van een laserprinter. De 1200 minuscule spuitmondjes bedrukken in 1 keer de volle breedte van de pagina. Breid de papierinvoer uit tot 5 laden, zo heb je voor elke papiersoort een eigen lade.","1.999,-","HP","G1W41A","All-in-one","Inkjet","A4","1200 x 1200","50 ppm","50 ppm","2,048 GB","53 cm x 56,4 cm x 52,9 cm","32,3 kg"
Laserprinters,"HP LaserJet Enterprise M605x","De HP LaserJet Enterprise M605x laserprinter print tot 55 pagina's per minuut waardoor hij geschik is voor grote werkgroepen op kantoor. Doordat je draadloos over korte afstand of via het wifi netwerk je printdocumenten stuurt, plaats je de printer overal binnen het kantoor. Door middel van het 10,9 cm grote kleuren touchscreen hoeft je pc niet meer aan te staan, want je voert alle instellingen hier op in. Daarnaast verwerkt de printer door het ruime werkgeheugen en de 1.200 MHz processor met gemak meerdere printopdrachten tegelijkertijd.","1.029,-","HP","E6B71A","Alléén printen","Laser","A4","1200 x 1200","55 ppm","None","None","42,5 cm x 53,7 cm x 52,1 cm","None"
Laserprinters,"HP LaserJet Pro MFP M130a","Met deze HP LaserJet Pro MFP M130a laserprinter op je (thuis)kantoor druk je al je opdrachten of aantekeningen eenvoudig af in zwart-wit. Dit gebeurt met een snelheid van 22 pagina's per minuut. Zodra je drukt op de printknop, gaat de printer meteen aan door de HP Auto-On/Auto-Off functie. Heb je een iPhone of iPad dan stuur je door middel van AirPrint gemakkelijk je printtaken naar de printer toe. De toner is voorgeïnstalleerd, dus sluit de printer aan via usb en je print vrijwel direct.","129,-","HP","G3Q57A","All-in-one","Laser","A4","600 x 600","22 ppm","None","0,128 GB","39,8 cm x 28,8 cm x 23,11 cm","6,8 kg"
Laserprinters,"HP LaserJet Pro MFP M130fn","Met deze HP LaserJet Pro MFP M130fn laserprinter op je (thuis)kantoor druk je al je opdrachten of aantekeningen eenvoudig af in zwart-wit. Dit gebeurt met een snelheid van 22 pagina's per minuut. Naast het printen, scannen en kopiëren kun je ook faxen. Door de automatische documentinvoer hoef je niet handmatig je contracten of facturen in te voeren. En met een oppervlakte zo groot als een houten snijplank is de printer te plaatsen op krappe werkplekken. Zodra je drukt op de printknop, gaat de printer meteen aan door de HP Auto-On/Auto-Off functie. De toner is voorgeïnstalleerd, dus sluit de printer aan via usb of een netwerkkabel en je print vrijwel direct.","173,99","HP","G3Q59A","All-in-one","Laser","A4","600 x 600","22 ppm","None","0,256 GB","41,51 cm x 28,8 cm x 28 cm","7,6 kg"
Laserprinters,"HP LaserJet Pro MFP M227sdn","Met deze HP LaserJet Pro MFP M227sdn laserprinter op je kantoor druk je al je opdrachten of aantekeningen eenvoudig af in zwart-wit. Dit gebeurt met een snelheid van 28 pagina's per minuut. Je bespaart papier door dubbelzijdig automatisch af te drukken. En door de automatische documentinvoer hoef je niet handmatig je contracten of facturen in te voeren. Met een oppervlakte zo groot als een houten snijplank is de printer daarnaast te plaatsen op krappe werkplekken. Zodra je drukt op de printknop, gaat de printer meteen aan door de HP Auto-On/Auto-Off functie. De toner is voorgeïnstalleerd, dus sluit de printer aan via usb of een netwerkkabel en je print vrijwel direct.","239,-","HP","G3Q74A","All-in-one","Laser","A4","1200 x 1200","28 ppm","None","0,256 GB","40,3 cm x 40,7 cm x 31,2 cm","9,4 kg"
3D-printers,"Ultimaker 2+","Maak gedetailleerde actiefiguurtjes tot aan eenvoudige telefoonhoesjes met de Ultimaker 2+. Importeer het te printen model en de software toont je hoeveel tijd en materiaal de print kost. De 4 verwisselbare mondstukken van de 2+ vormen het verschil met de Ultimaker 2. Hiermee wissel je nog eenvoudiger tussen hoge kwaliteit en snelle prints. Varieer met laagdiktes van 20 tot 600 micron en voorkom dat de spuitmond verstopt raakt met de verwisselbare mondstukken. Zo print je snel een prototype van een laptopstandaard of juist een gedetailleerde recreatie van een schedel. Heb je een specifieke vraag of zoek je een specifiek ontwerp? De Ultimaker community is 1 van de grootste op het gebied van 3D-printen. Hierdoor is de printer voortdurend in ontwikkeling en krijg je altijd snel hulp.","2.299,-","Ultimaker","9620","None","None","None","None","None","None","None","49,3 cm x 34,2 cm x 58,8 cm","11,3 kg"
Labelprinters,"DYMO Mobile Labeler","Zet de DYMO Mobile labelprinter op kantoor en label en organiseer al je papierwerk. Je hoeft hem niet dicht bij een stopcontact te plaatsen, want de labeler werkt op een oplaadbare accu. Maak labels van maximaal 24 mm breed. En doordat deze printer gebruik maakt van thermische overdracht, hoef je geen inkt te kopen. Maak je labels op via de 'Dymo Connect' app op je smartphone of tablet en verstuur deze draadloos via bluetooth naar de labelprinter. En gebruik je de printer even niet, dan schakelt hij zichzelf uit.","99,99","Dymo","1978243","None","None","None","300 x 300","None","None","None","None x None x None","None"
Inkjetprinters,"Epson WorkForce Pro WF-6590DWF","De Epson WorkForce Pro WF-6590DWF is een zakelijke printer die in een (thuis)kantoor goed tot zijn recht komt. Print-, scan-, kopieer- en faxtaken verstuur je via wifi, wat betekent dat je de printer overal binnen je kantoor plaatst. De papierlade heeft een capaciteit van 500 vellen en met de XXL inktcartridges behaal je zelfs tot 10.000 afdrukken in zwart en 7.000 afdrukken in kleur. Heb je een Android smartphone of tablet met NFC? Houd je apparaat naast de printer en verstuur, zonder op een netwerk te zitten, je printopdrachten draadloos ernaar toe. Wil je nog snel even een belangrijk document printen? Binnen 7 seconden ligt het printje voor je klaar.","669,-","Epson","C11CD49301","All-in-one","Inkjet","A4","4800 x 1200","24 ppm","24 ppm","None","51,6 cm x 52 cm x 51,4 cm","31 kg"
Inkjetprinters,"Epson WorkForce Pro WF-8590 DTWF","De Epson WorkForce Pro WF-8590 DTWF is een zakelijke printer die in een klein kantoor goed tot zijn recht komt. Print, scan, kopieer en fax tot A3+ formaat en verstuur al je taken via wifi, wat betekent dat je de printer overal binnen je kantoor plaatst. De papierlade heeft een capaciteit van 750 vellen en met de XXL inktcartridges behaal je zelfs tot 10.000 afdrukken in zwart en 7.000 afdrukken in kleur. Wil je nog snel even een belangrijk document printen? Binnen 7 seconden ligt het printje voor je klaar. Bespaar daarnaast ook op het papiergebruik door je documenten automatisch dubbelzijdig af te drukken.","1.689,-","Epson","C11CD45301BT","All-in-one","Inkjet","A3+","4800 x 1200","24 ppm","24 ppm","None","59 cm x 57 cm x 58,9 cm","46,4 kg"
Inkjetprinters,"Epson WorkForce Pro WF-8590 DWF","De Epson WorkForce Pro WF-8590 DWF is een zakelijke printer die in een groot kantoor goed tot zijn recht komt. Print, scan, kopieer en fax tot A3+ formaat en verstuur al je taken via wifi, wat betekent dat je de printer overal binnen je kantoor plaatst. De papierlade heeft een capaciteit van 250 vellen en met de XXL inktcartridges behaal je zelfs tot 10.000 afdrukken in zwart en 7.000 afdrukken in kleur. Wil je nog snel even een belangrijk document printen? Binnen 7 seconden ligt het printje voor je klaar. Bespaar daarnaast ook op het papiergebruik door je documenten automatisch dubbelzijdig af te drukken.","1.399,-","Epson","C11CD45301","All-in-one","Inkjet","A3+","None","24 ppm","24 ppm","None","59 cm x 57 cm x 46,4 cm","34,3 kg"
Inkjetprinters,"HP ENVY Photo 7130 All-in-One","De HP ENVY Photo 7130 All-in-one is een inkjetprinter voor thuis. Je maakt snel achter elkaar printjes door de printsnelheid van 14 pagina's per minuut. Dankzij het SD kaartslot steek je zo een geheugenkaart in je printer om direct foto's af te drukken. Kies op het grote 6,5 cm kleurenscherm je foto's en pas meteen instellingen naar eigen wens aan. Bovendien print je deze ook nog eens randloos zodat je gehele papiervel bedekt is. Fotopapier bewaar je in een aparte papierlade zodat je documenten en afbeeldingen gescheiden afdrukt. Wil je papier besparen? Het apparaat druk je documenten automatisch dubbelzijdig af. Daarnaast stuur je draadloos printopdrachten via wifi met je telefoon, laptop of tablet. Print je veel en wil je minder lawaai, zet je printer dan in stille modus.","129,99","HP","Z3M47B","All-in-one","Inkjet","A4","4800 x 1200","14 ppm","9 ppm","0,256 GB","45,35 cm x 41 cm x 15,92 cm","6,7 kg"
Laserprinters,"Xerox Versalink C400V_N","Met de Xerox Versalink C400V_N laserprinter maak je met 20 collega's 150 printjes per dag. Dit maakt de printer geschikt voor een groot kantoor. Het ConnectKey platform geeft je de vrijheid printerinstellingen aan te passen vanaf je smartphone of printer. Zo stuur je printjes en scantaken naar de cloud. Of beperk de toegang tot de printer voor een gebruiker vanwege bijvoorbeeld hoog papierverbruik. Is de toner bijna op? Dan bestelt de printer automatisch nieuwe toners, waardoor je nooit zonder inkt zit. Al je printjes zijn dankzij de 256-bits encryptie beschermd tijdens de verzending, zodat onbevoegden geen toegang hebben tot je gevoelige data.","359,-","Xerox","C400V_N","Alléén printen","Laser","A4","600 x 600","35 ppm","35 ppm","2 GB","4,91 cm x 4,88 cm x 3,99 cm","26 kg"
Laserprinters,"Brother HL-L6300DWT","De Brother HL-L6300DWT is de geschikte printoplossing voor een (midden- en klein)bedrijf. Deze laserprinter drukt al je facturen en offertes in zwart-wit af met een snelheid van 46 pagina's per minuut. Voer op het 4,5 cm grote kleuren touchscreen je printopdrachten en print zonder tussenkomst van een pc. Met de extra grote papierlade met een capaciteit van 520 vel, waarvan je er twee krijgt, hoef je niet vaak je papier aan te vullen. En met de meegeleverde toner druk je tot 8.000 pagina's af. Ben je binnen het bereik van je draadloos netwerk? Verstuur dan draadloos via de iPrint&Scan app vanaf je smartphone of tablet je printjes naar de printer toe.","599,-","Brother","HL-L6300DWT","Alléén printen","Laser","A4","1200 x 1200","46 ppm","None","None","39,6 cm x 40 cm x 28,8 cm","17,1 kg"
Inkjetprinters,"HP Designjet T730 36 inch","De HP Designjet T730 36 inch is een A0 printer die geschikt is voor in een drukkerij. Voer tot A3 formaat papier in de automatische documenteninvoer voor je dagelijkse printtaken. En voor het grover geschut laad je de papierrol van 279 mm tot 914 mm aan de voorzijde van de printer en print in een hoge kwaliteit van 2400 dpi. Is je poster klaar dan hoef je deze niet zelf af te snijden. Dit gebeurt geheel automatisch. Er is ook aan het gebruiksgemak gedacht. Je verstuurt printopdrachten gemakkelijk via wifi. Mocht je niet in de buurt zijn van een computer, dan gebruik je het kleuren touchscreen als bedieningspaneel.","2.839,-","HP","F9A29A","Alléén printen","Inkjet","A0","2400 x 1200","2,4 ppm","2,4 ppm","1 GB","140,3 cm x 58,3 cm x 115,5 cm","48 kg"
Laserprinters,"Canon i-SENSYS LBP151dw","Druk documenten dubbelzijdig af met de Canon i-SENSYS LBP151dw zwart-wit laserprinter voor op kantoor. Verbind je printer met je laptop, pc via een netwerkkabel of verstuur je opdracht draadloos via wifi. Met de Canon Print Business App verstuur je presentaties en documenten ook buiten je netwerk naar de printer. Dankzij een printsnelheid van 27 pagina's per minuut hoef je nooit lang te wachten.","171,99","Canon","0568C001","Alléén printen","Laser","A4","600 x 600","27 ppm","None","None","36,5 cm x 39 cm x 24,5 cm","8,6 kg"
Laserprinters,"HP LaserJet Enterprise M604dn","Zoek je een snelle printer voor op het kantoor? Met de HP LaserJet Enterprise M604dn print je tot wel 50 pagina's per minuut en duurt het slechts 8 seconden tot de eerste print uit je printer rolt. Met een invoerlade van 600 vel én de mogelijkheid automatisch dubbelzijdig te printen, hoef je daarnaast niet continu naar de printer te lopen om papier bij te vullen. Wil je nog meer capaciteit? Breid de printer dan eenvoudig uit met een extra papierlade.","549,-","HP","E6B68A","Alléén printen","Laser","A4","1200 x 1200","50 ppm","None","None","42,5 cm x 53,7 cm x 39,9 cm","25,9 kg"
Laserprinters,"Ricoh SP C240DN","Zet deze Ricoh SP C240DN laserprinter in jouw thuiskantoor en print al je belangrijke documenten. Door de netwerkaansluiting op de printer deel je deze gemakkelijk met andere personen in het huishouden. Print met een afdruksnelheid van 16 pagina's per minuut in zowel zwart als kleur. Hierdoor voldoet hij prima aan de print wensen binnen een thuiskantoor. En dankzij het automatisch dubbelzijdig afdrukken van al je printopdrachten bespaar je op het papiergebruik wat goed is voor het milieu.","131,-","Ricoh Nederland B.V.","973797","Alléén printen","Laser","A4","600 x 600","16 ppm","16 ppm","None","40 cm x 45 cm x 32 cm","23,8 kg"
Laserprinters,"Ricoh SP 3610SF","Deze Ricoh SP 3610SF LED printer is geschikt voor de print intensieve kantooromgeving. Print, scan, kopieer en fax al je papierwerk. Dankzij de led techniek hoeft de printer niet op te warmen waardoor je bespaart op het energieverbruik. Door de netwerkaansluiting deel je deze printer gemakkelijk met andere werknemers. Je print met een afdruksnelheid van 30 zwarte pagina's per minuut. En dankzij de automatische documentinvoer en automatisch dubbelzijdig afdrukken leg je je stapel documenten in de lade en scan of kopieer deze zonder dat je er bij hoeft te staan.","489,-","Ricoh Nederland B.V.","906521","All-in-one","LED-technologie","A4","1200 x 1200","30 ppm","None","None","40 cm x 39,2 cm x 40,6 cm","19 kg"
Laserprinters,"Brother HL-L6300DW","De Brother HL-L6300DW is de geschikte printoplossing voor een (midden- en klein)bedrijf. Deze laserprinter drukt al je facturen en offertes in zwart-wit af met een snelheid van 46 pagina's per minuut. Voer op het 4,5 cm grote kleuren touchscreen je printopdrachten in en print zonder tussenkomst van een pc. Met de extra grote papierlade met een capaciteit van 520 vel hoef je niet vaak je papier aan te vullen. En met de meegeleverde toner druk je tot 8.000 pagina's af. Ben je binnen het bereik van je draadloos netwerk? Verstuur dan draadloos via de iPrint&Scan app vanaf je smartphone of tablet je printjes naar de printer toe.","449,-","Brother","HL-L6300DW","Alléén printen","Laser","A4","1200 x 1200","46 ppm","None","None","39,6 cm x 40 cm x 28,8 cm","13,2 kg"
Laserprinters,"Canon I-SENSYS LBP7018C","De Canon I-SENSYS LBP7018C is een kleine en voordelige kleurenlaserprinter voor thuis of op kantoor. Doordat deze printer zó compact is, kan je hem met gemak kwijt op ieder bureau. Met een afdruksnelheid van 16 pagina's per minuut en een eerste afdruk die na 10 seconden uit de printer rolt, hoef je nooit lang te wachten op jouw documenten.","129,-","Canon","4896B004","Alléén printen","Laser","A4","None","16 ppm","4 ppm","None","40 cm x 39,8 cm x 22,3 cm","12,3 kg"
Inkjetprinters,"HP PageWide 352dw (J6U57B)","Print in 1 keer de volle breedte van de pagina met de HP PageWide Pro 352dw voor op kantoor. De 352dw print met inkt zoals een inkjetprinter, maar met de snelheid van een laserprinter. 1200 minuscule spuitmondjes droppen de inkt synchroon op het papier. Doordat de cartridges geen printkop hebben, is verstopping niet mogelijk. Houd je mobiel bij de printer en maak direct contact dankzij wifi direct. Of verbind de printer via een modem met het netwerk zodat ook je collega's opdrachten naar de printer kunnen sturen. Je bestanden worden altijd beveiligd verstuurd.","279,-","HP","J6U57B","Alléén printen","Inkjet","A4","1200 x 1200","30 ppm","30 ppm","0,512 GB","53 cm x 40,7 cm x 37,9 cm","16,38 kg"
3D-printers,"Ultimaker 3 Extended","Met de Ultimaker 3 Extended maak je complexe wiskundige figuren en 3D-maquettes dankzij 2 printkoppen. Mix 2 verschillende kleuren filament en maak meerkleurige reserve onderdelen voor bijvoorbeeld je auto of motor. Het is niet nodig om naast je 3D-printer te staan om je creaties te printen. Je verstuurt je bestanden rechtstreeks via wifi. Doordat de printer automatisch herkent welk filament je bevestigd door middel van NFC, begin je meteen met printen. Creëer met de Ultimaker 3 prototypes van 215 x 215 x 300 mm groot met een laagdikte van 20 tot 200 micron. Ten opzichte van de Ultimaker 2 en 2+ maak je gedetaillleerdere- en vooral hogere objecten. En doordat je niet alleen de spuitmonden, maar ook de gehele printkop verwisselt, zorgt Ultimaker ervoor dat je makkelijker van filament verandert. De behuizing is half open, zodat je hem het beste in een geventileerde ruimte plaatst om geen last te krijgen van de geur van verbrand plastic.","4.469,-","Ultimaker","9675","None","None","None","None","None","None","None","49,3 cm x 33,8 cm x 68,8 cm","11,3 kg"
Inkjetprinters,"HP PageWide Pro 452dwt (W2Z52B)","De HP PageWide Pro 452dwt is een snelle A4 kleurenprinter voor op kantoor, die de kleurkwaliteit van een inkjetprinter combineert met de snelheid van een laserprinter. De 452dwt is gelijk aan de 452dw, maar voorzien van een extra papierlade voor 500 vellen. Doordat de cartridges geen printkop hebben, is verstopping - zoals bij inkjet - niet mogelijk. Deel de printer met het netwerk zodat ook je collega's opdrachten naar de printer kunnen sturen. Of houd je mobiel bij de printer en maak contact via wifi direct, zodat je bestanden altijd beveiligd verstuurt.","459,-","HP","W2Z52B","Alléén printen","Inkjet","A4","1200 x 1200","40 ppm","40 ppm","0,512 GB","53 cm x 40,7 cm x 53,9 cm","21,48 kg"
Laserprinters,"HP LaserJet Pro MFP M426fdn","Met een snelheid tot 40 pagina's per minuut is de HP Color LaserJet Pro MFP M426fdn geschikt voor op een groot kantoor. Deel de printer draadloos via je modem en je maakt met de hele werkgroep gebruik van deze snelle zwart-witprinter. Of verstuur een opdracht met je smartphone of tablet via de HP ePrint app. Wil je even snel een document kopiëren of scannen? Via het touchscreen van 7,5 cm aan de voorkant selecteer jij eenvoudig de gewenste scan-, kopieer- en printinstellingen.","369,-","HP","F6W14A","All-in-one","Laser","A4","600 x 600","38 ppm","None","None","43 cm x 63,4 cm x 32,5 cm","12,86 kg"
Laserprinters,"Brother DCP-L8410CDW","Deze Brother DCP-L8410CDW All-in-one kleuren laserprinter beschikt over veiligheidsinstellingen wat hem geschikt maakt voor een notariskantoor of ministerie. Beveilig je printtaken optioneel met een pincode en alleen als je deze invoert op de printer zelf, start hij pas met afdrukken. Dit is handig als je bijvoorbeeld niet wil dat iedereen je printjes leest voor jij zelf bij de printer bent. Dit alles stel je simpel in via je webbrowser, waardoor je geen apart programma meer hoeft te installeren. Je archiveert op hoog tempo al je contracten en maakt er doorzoekbare pdf's van dankzij de tekstherkenningsfunctie. Ben je op zoek naar een bepaald document? Voer een zoekopdracht in en je hebt zo de juiste papieren weer gevonden.","419,-","Brother","DCP-L8410CDW","All-in-one","Laser","A4","2400 x 600","31 ppm","31 ppm","0,512 GB","43,5 cm x 52,6 cm x 53,9 cm","27,6 kg"
