product_type,product_name,product_desc,product_price,product_brand,product_model,product_mousemodel,product_lr,product_buttons,product_sensor,product_dpi,product_connection,product_os,product_dimensions,product_color
Gaming muizen,"BenQ Zowie EC2-A (Medium)","De BenQ Zowie EC2-A is een gaming muis gericht op rechtshandige shooterspelers met kleine of gemiddelde handen. Deze muis komt namelijk het beste tot zijn recht bij spelers met handen van ongeveer 18 cm (pols t/m middelvinger). Met een druk op de knop ga je in 4 trappen van 800 naar 3200 dpi. Elke trap heeft zijn eigen kleur, zo weet je precies welke instelling je gebruikt. Als je de muis optilt stopt de muis direct met tracken. Handig bij games als Counter Strike, waarbij een polsbeweging altijd hetzelfde resultaat moet opleveren om bijvoorbeeld snel 360 graden te draaien. Drivers zijn niet nodig bij deze muis, zodra je hem aansluit ga je aan de slag.","64,99","BenQ","9H.N03BB.A2E","None","Rechtshandig","5 knoppen","Optisch","None","Bedraad","Ja","6,4 cm x 12 cm x 4 cm","Blauw, Groen, Rood, Paars"
Gaming muizen,"BenQ Zowie EC1-A White (Large)","Shooter liefhebbers met grote handen zijn bij de BenQ Zowie EC1-A White (Large) aan het juiste adres. Met het instelbare dpi tot 3.200 maak je zowel precieze als snelle bewegingen. Ook het gewicht van de muis werkt je niet tegen tijdens een potje Counter Strike, want de muis weegt slechts 97 gram. Wanneer je de muis optilt, dan stopt hij met tracken waardoor bewegingen in game altijd hetzelfde resultaat opleveren. Zo heb je volledige controle in je favoriete game. De 2 duimknoppen aan de zijkant van de muis zijn instelbaar, zodat je een extra actie uitvoert terwijl je snelle bewegingen maakt met de muis.","64,99","BenQ","9H.N0PBB.A3E","None","Rechtshandig","5 knoppen","Optisch","None","Bedraad","Ja","6,9 cm x 12,8 cm x 4,3 cm","Wit"
Muizen,"Trust Kerb Draadloze Lasermuis","Klik er op los met de Kerb Draadloze Lasermuis voor Windows en Mac. Plug de nano usb ontvanger in je computer en ga meteen met deze muis aan de slag. De speciale ergonomische vorm zorgt ervoor dat de muis comfortabel in de hand ligt en vermindert het risico op polsklachten. Met de extra knoppen bedien je functies van je computer of browser. Met de duimknop ga je bijvoorbeeld gemakkelijk terug naar de vorige map of webpagina.","39,99","Trust","20784","Full-size","Rechtshandig","6 knoppen","Laser","None","Draadloos","Nee","7,2 cm x 12,5 cm x 4,3 cm","Zwart"
Muizen,"Rapoo 7100P Draadloze Muis Zwart","De Rapoo 7100P Draadloze Muis maakt gebruik van de 5 GHz frequentie. Hiermee omzeilt deze muis de veelvoudig door Wifi en bluetooth gebruikte 2,4 GHz frequentie. Storing met andere apparaten hoef je dus niet te verwachten. De DPI resolutie is aan te passen tussen 500 of 1000, zo kies je zelf hoe nauwkeurig je muis is. De 4D scroll functie van de Rapoo 7100P Draadloze Muis maakt het mogelijk om horizontaal te scrollen door documenten of websites.","27,99","Rapoo","RP7100p BL","Compact","Linkshandig, Rechtshandig","5 knoppen","Optisch","None","Draadloos","Nee","10,5 cm x 6,7 cm x 4,1 cm","Zwart"
Muizen,"HP Z5000 Spectre Muis Zwart","De HP Z5000 Spectre Muis Zwart scroll en klik je door webpagina's en programma's op je desktop of laptop. Via Bluetooth maak je met deze muis draadloos verbinding met je laptop of computer. Hierbij heb je geen last van verstoring door andere apparaten in de omgeving. Doordat deze muis draadloos is heb je geen last van kabels die in de knoop raken. Een muismat heb je niet per se nodig omdat deze muis op elke ondergrond werkt dankzij de lasersensor.","39,99","HP","W2Q00AA","Full-size","Linkshandig, Rechtshandig","3 knoppen","Optisch","None","Draadloos","Nee","6,46 cm x 10,17 cm x 2,5 cm","Zwart"
Gaming muizen,"Sharkoon FireGlider Rood","De Sharkoon FireGlider is bijzonder schappelijk geprijsde gaming muis met laser-sensor. De gevoeligheid kan je zelf instellen van 600 DPI tot 3600 DPI, met tussenstappen van 200 DPI. Voor elke DPI-stand licht de kleurendisplay in een andere kleur op. Ook het gewicht bepaal je zelf. De Sharkoon Fireglider weegt op zichzelf 118 gram, maar met de meegeleverde gewichtjes kun je het gewicht verhogen tot 135 gram. Van de zeven knoppen zijn er zes volledig programmeerbaar met de meegeleverde software. Macro's sla je op in het interne geheugen van de muis. Je sluit de Fireglider via USB aan op je pc. En dankzij de kabellengte van 1,8 meter heb je alle bewegingsruimte die je nodig hebt wanneer je speelt met de Sharkoon FireGlider Gaming Mouse.","31,99","Sharkoon","NMZS58","Full-size","Rechtshandig","7 knoppen","Laser","None","Bedraad","Ja","13 cm x 6,5 cm x 4,5 cm","Rood"
Gaming muizen,"Trust GXT 105","Als je een muis zoekt die barst van de verlichtingsopties, dan is de Trust GXT 105 de muis voor jou. Deze muis licht namelijk over het hele oppervlak in het rood, blauw, groen of wit op. De muis heeft 2 duimknoppen zodat je eenvoudig door programma's navigeert en tijdens het gamen 2 extra acties onder de duim hebt. Dankzij het gevlochten snoer van 1,8 meter heb je niet snel last van slijtage of draadbreuk.","21,99","Trust","21683","None","Linkshandig, Rechtshandig","6 knoppen","Optisch","None","Bedraad","Ja","17 cm x 23 cm x 5 cm","Blauw, Groen, Rood, Wit"
Gaming muizen,"Razer Abyssus V2","De Razer Abyssus V2 is een gaming muis gericht op de kernbehoeften van serieuze gamers: accuratesse, grip en stijl. In tegenstelling tot zijn voorganger heeft de Abyssus V2 een optische sensor van maximaal 5000 dpi. Je verstelt de dpi op basis van de game en rol die je speelt om zo maximaal te presteren. Naast een gevoelige sensor geven de rubberen grepen en nopjes je de nodige grip om je reflexen en snelle bewegingen bij te houden. Ook onze linkshandige spelers zijn niet vergeten, want door de symmetrische, ergonomische vorm raak je als 'lefty' even goed elke headshot. Razer verruilt met de Razer Abyssus V2 de standaard hoekige en scheeuwerige gaming muisontwerpen voor ronde vormen met subtielere, gloeiende verlichting.","49,99","Razer","141353","None","Linkshandig, Rechtshandig","4 knoppen","Optisch","None","Bedraad","Ja","6,4 cm x 11,7 cm x 3,8 cm","Blauw, Groen, Wit"
Gaming muizen,"Razer Naga Hex V2","Er was niets mis met de originele Razer Naga Hex. Maar laat het aan fabrikant Razer over om de boel toch nog ietwat te tweaken. Met de Razer Naga Hex V2 als resultaat. Deze upgrade ziet er allereerst een stuk strakker uit; de lelijke rode of groene print is gelukkig achterwege gelaten. En de lasersensor is niet langer maximaal 5.600 maar 16.000 dpi. Verder heeft Razer nauwelijks aan de Hex-formule getoornd. Net als zijn voorganger is de Razer Naga Hex V2 speciaal ontworpen voor fanatieke spelers van Multiplayer Online Battle Arena (MOBA)-games en actie-RPG's.","92,99","Razer","139440","None","Rechtshandig","14 knoppen","Laser","None","Bedraad","Ja","7,5 cm x 11,9 cm x 4,3 cm","Zwart"
Muizen,"Speedlink Manejo Ergonomische Verticale Muis Zwart","Met de Speedlink Manejo Ergonomische Verticale Muis voer je dagelijkse taken uit op de computer zonder last te krijgen van je schouder, arm en hand. Dankzij zijn verticale vorm blijft je pols altijd in een ontspannen en neutrale positie, zelfs bij het uitvoeren van steeds dezelfde bewegingen. Met het scrollwiel navigeer je eenvoudig over een lange webpagina zonder herrie te maken. Niet tevreden over de DPI instelling? Dan pas je deze eenvoudig aan met de daarvoor bestemde switch op de bovenzijde van de muis. De muis maakt verbinding met jouw laptop of computer via een usb aansluiting.","39,99","Speedlink","SL-610005-BK","Full-size","Rechtshandig","3 knoppen","Optisch","None","Bedraad","Nee","7,2 cm x 6 cm x 12,7 cm","Zwart"
Muizen,"Speedlink Manejo Ergonomische Verticale Draadloze Muis Zwart","De Speedlink Manejo Ergonomische Verticale Draadloze Muis gebruik je draadloos en zonder last te krijgen van je schouder, arm en hand. Dankzij zijn verticale vorm blijft je pols altijd in een ontspannen en neutrale positie, zelfs bij het uitvoeren van steeds dezelfde bewegingen. De muis maakt verbinding met jouw laptop of computer via een usb aansluiting. Met het scrollwiel navigeer je eenvoudig over een lange webpagina zonder herrie te maken. Niet tevreden over de DPI instelling? Dan pas je deze eenvoudig aan met de daarvoor bestemde switch op de bovenzijde van de muis.","43,99","Speedlink","SL-630005-BK","Full-size","Rechtshandig","3 knoppen","Optisch","None","Draadloos","Nee","7,2 cm x 6 cm x 12,7 cm","Zwart"
Gaming muizen,"Sharkoon Shark Force Roze","De Sharkoon Shark Force is de instapmuis voor elke rechtshandige gamer. Met 2 extra duimknoppen aan de linkerkant gebruik je eenvoudig de skills van je favoriete League of Legends karakter. In Call of Duty of Battlefield heb je hiermee een snelle reload onder de duim. Stel de dpi van deze Sharkoon gaming muis handmatig in. Zo wissel je tussen snelheid en nauwkeurigheid op basis van de game die je speelt.","20,99","Sharkoon","4044951014002","None","Rechtshandig","6 knoppen","Optisch","None","Bedraad","Ja","7,6 cm x 12,4 cm x 4 cm","Blauw"
Muizen,"Trust Kerb Compact Draadloze Lasermuis","Als je een comfortabele muis voor onderweg zoekt, dan is de Kerb Compact Draadloze Lasermuis de logische keuze. Plug de usb nano ontvanger in je laptop en je bent klaar om te beginnen. De lasersensor zorgt ervoor dat de Kerb Compact op elke ondergrond goed reageert, zelfs op een leuning in de trein of op een oneven oppervlak. De muis is ergonomisch gevormd, hierdoor ligt hij comfortabel in de hand en heb je minder snel last van je pols. Met de extra duimknoppen bedien je gemakkelijk functies van je browser, zoals direct terug naar de vorige pagina navigeren.","33,99","Trust","20783","Compact","Rechtshandig","6 knoppen","Laser","None","Draadloos","Nee","6,6 cm x 3,9 cm x 10,9 cm","Zwart"
Gaming muizen,"Sharkoon Shark Force Wit","De Sharkoon Shark Force is de instapmuis voor elke rechtshandige gamer. Met 2 extra duimknoppen aan de linkerkant gebruik je eenvoudig de skills van je favoriete League of Legends karakter. In Call of Duty of Battlefield heb je hiermee een snelle reload onder de duim. Stel de dpi van deze Sharkoon gaming muis handmatig in. Zo wissel je tussen snelheid en nauwkeurigheid op basis van de game die je speelt.","20,99","Sharkoon","4044951013982","None","Rechtshandig","6 knoppen","Optisch","None","Bedraad","Ja","7,6 cm x 12,4 cm x 4 cm","Blauw"
Muizen,"HP Z3700 Draadloze Muis Rood","De HP Z3700 Draadloze Muis Rood gebruik je om webpagina's en programma's op je laptop of desktop te scrollen. Deze muis is draadloos en werkt door middel van een usb-ontvanger. Hierdoor heb je geen last van kabels die in de knoop raken. Dankzij de frequentie van 2,4 GHz werkt de muis ook vanaf een grotere afstand. Hierbij heb je geen last van verstoring door andere apparaten in de omgeving. Een muismat heb je niet per se nodig omdat deze muis op elke ondergrond werkt dankzij de lasersensor.","22,99","HP","V0L82AA","Full-size","Linkshandig, Rechtshandig","2 knoppen","Laser","None","Draadloos","Nee","6 cm x 10,1 cm x 2,53 cm","Rood"
Muizen,"Trust Kerb Compact Draadloze Lasermuis","Als je een comfortabele muis voor onderweg zoekt, dan is de Kerb Compact Draadloze Lasermuis de logische keuze. Plug de usb nano ontvanger in je laptop en je bent klaar om te beginnen. De lasersensor zorgt ervoor dat de Kerb Compact op elke ondergrond goed reageert, zelfs op een leuning in de trein of op een oneven oppervlak. De muis is ergonomisch gevormd, hierdoor ligt hij comfortabel in de hand en heb je minder snel last van je pols. Met de extra duimknoppen bedien je gemakkelijk functies van je browser, zoals direct terug naar de vorige pagina navigeren.","33,99","Trust","20783","Compact","Rechtshandig","6 knoppen","Laser","None","Draadloos","Nee","6,6 cm x 3,9 cm x 10,9 cm","Zwart"
Muizen,"Trust Yvi Draadloze Muis Flower Power","De Trust Yvi Draadloze Muis Flower Power is compact, draadloos en zowel links- als rechtshandig te gebruiken. De muis maakt gebruik van een Plug & Play-systeem waardoor je hem op iedere desktop of laptop gebruikt zonder installatie. De verbinding wordt gemaakt door middel van de meegeleverde usb micro-ontvanger. De ontvanger kan onderweg aangesloten blijven op je laptop of kan worden opgeborgen in de muis.","21,99","Trust","20250","Compact","Linkshandig, Rechtshandig","4 knoppen","Optisch","None","Draadloos","Nee","5,6 cm x 9,5 cm x 3,9 cm","Wit, Geel, Blauw, Zwart"
Muizen,"Trust Evo Draadloze Compacte Muis","De Trust Evo Draadloze Compacte Muis gebruik je draadloos dankzij een usb ontvanger. Hierdoor ben je niet beperkt in je beweging door een draad. Op de plek waar je jouw duim plaatst, bevinden zich 2 knoppen waarmee je eenvoudig van de ene naar de andere pagina in je browser navigeert. Ook de snelheid pas je eenvoudig aan via een knop op de muis. Je gebruikt deze muis in combinatie met een laptop met Windows 7,8 10, Vista of Mac OS X 10.5 of later als besturingssysteem.","37,99","Trust","21242","Compact","Rechtshandig","6 knoppen","Optisch","None","Draadloos","Nee","7,4 cm x 3,6 cm x 10,7 cm","Zwart"
Muizen,"Rapoo 7100P Draadloze Muis Rood","De Rapoo 7100P Draadloze Muis Roodmaakt gebruik van de 5 GHz frequentie. Hiermee omzeilt deze muis de veelvoudig door Wi-Fi en Bluetooth gebruikte 2,4 GHz frequentie. Storing met andere apparaten hoef je dus niet te verwachten. De dpi resolutie is aan te passen tussen 500 of 1000, zo kies je zelf hoe nauwkeurig je muis is. De 4D scroll functie van de Rapoo 7100P Draadloze Muis maakt het mogelijk om horizontaal te scrollen door documenten of websites.","26,99","Rapoo","RP 7100p RD","Compact","Rechtshandig","5 knoppen","Optisch","None","Draadloos","Nee","10,5 cm x 6,7 cm x 4,1 cm","Rood"
Muizen,"Logitech Laser Mouse M150 Zwart Groen","De Logitech Laser Mouse M150 is een compacte muis voor bij je computer of laptop. Aan de zijkanten zitten zachte grepen, waardoor de muis comfortabel in je hand ligt. Sluit de muis eenvoudig aan op een usb-poort en je kunt direct aan slag. Om horizontaal in- en uit te zoomen met het scrollwiel, moet je eerst de Logitech software downloaden.","23,99","Logitech","910-003743","Compact","Linkshandig, Rechtshandig","3 knoppen","Laser","None","Bedraad","Nee","12 cm x 4,1 cm x 6,5 cm","Groen, Zwart"
Gaming muizen,"Logitech G903 Lightspeed Wireless Gaming Mouse","Met zijn opvallende design, 11 instelbare knoppen en dpi tot 12.000 is de Logitech G903 Lightspeed Wireless Gaming Mouse de muis voor de hardcore pc gamer. Deze muis is zowel links- als rechtshandig te gebruiken, dus je kan gegarandeerd uit de voeten met de G903. Met zijn gewicht van slechts 110 gram maak je makkelijk een 360 tijdens een potje Counter Strike om die vijand in je rug te trakteren op een headshot. De PMW3366 sensor zorgt ervoor dat je geen vertraging ondervindt op het digitale slagveld, waardoor je actie net zo snel geregistreerd wordt als dat je hem maakt. Maak indruk op LAN parties door de muis in 1 van de 16,8 miljoen kleuren te laten oplichten.","179,-","Logitech G","910-005085","None","Rechtshandig","7 knoppen","Optisch","None","Draadloos","Ja","6,65 cm x 4,04 cm x 13,03 cm","Zwart"
Gaming muizen,"Corsair Glaive Gaming Muis Zwart","De Corsair Glaive is een gaming muis met een comfortabele pasvorm en verwisselbare zijpanelen. Naast de afgeronde vormen zorgen de 3 verschillende zijpanelen voor comfortabele grip- en pasvormen voor elke griptechniek. Zo heb je een paneel waarop je je duim laat rusten, eentje met extra griptextuur en een vlak paneel voor fingertip grip spelers. De Omron switches in de muisknoppen zorgen voor een duidelijke klik en garanderen dat games elke klik registreren. De 2 verlichtingsstrips en het logo lichten los van elkaar op in de kleuren of patronen die jij het mooist vindt. Je hoeft je muisinstellingen maar 1 keer in te stellen, want daarna bewaar je ze op het interne geheugen van de muis.","79,-","Corsair","CH-9302011-EU","None","Rechtshandig","6 knoppen","Optisch","None","Bedraad","Ja","0,65 cm x 1,25 cm x 0,44 cm","Zwart"
Gaming muizen,"Sharkoon Shark Force Roze","De Sharkoon Shark Force is de instapmuis voor elke rechtshandige gamer. Met 2 extra duimknoppen aan de linkerkant gebruik je eenvoudig de skills van je favoriete League of Legends karakter. In Call of Duty of Battlefield heb je hiermee een snelle reload onder de duim. Stel de dpi van deze Sharkoon gaming muis handmatig in. Zo wissel je tussen snelheid en nauwkeurigheid op basis van de game die je speelt.","20,99","Sharkoon","4044951014002","None","Rechtshandig","6 knoppen","Optisch","None","Bedraad","Ja","7,6 cm x 12,4 cm x 4 cm","Blauw"
Muizen,"Ewent EW3156 Muis","Met de Ewent EW3156 Muis werk je heel de dag door en verklein je het risico op mogelijke pols- en handklachten. Door de verticale vorm van de muis plaats je de hand, pols en onderarm in een natuurlijke houding waarin je comfortabel werkt. De muis heeft een optische precisie van 1000 dpi. En met het scrollwiel en de 5 knoppen op de muis gebruik je eenvoudig verschillende functies van de EW3156.","27,99","Ewent","EW3156","Full-size","Rechtshandig","5 knoppen","Optisch","None","Bedraad","Nee","9 cm x 12 cm x 7,5 cm","Zwart"
Gaming muizen,"Logitech G402 Hyperion Fury","De Logitech G402 Hyperion Fury combineert een 4000 DPI optische sensor met Logitech Delta Zero-technologie. Daarnaast beschikt hij over een rapportagesnelheid van slechts 1 milliseconde. De Logitech G402 Hyperion Fury heeft 4 DPI-gradaties die je zelf kunt instellen en waar je met één klik doorheen schakelt. Daarnaast beschikt de muis 8 programmeerbare knoppen, die je meerdere functies kunt toewijzen.","53,99","Logitech G","910-004068","Full-size","Rechtshandig","8 knoppen","Optisch","None","Bedraad","Ja","7,2 cm x 13,6 cm x 4,1 cm","Blauw"
Gaming muizen,"SteelSeries Sensei 310 Zwart","Of je nu links- of rechtshandig bent, de SteelSeries Sensei 310 Zwart is geschikt voor alle shooter spelers. Het instelbare dpi laat je nauwkeurig richten of snel bewegen op het slagveld van Quake Champions of Overwatch. Terwijl je snel manoeuvreert in game, vliegt je muis niet uit je hand vanwege de rubberen grepen aan de zijkanten van de muis. Op beide zijkanten vind je 2 extra knoppen, zodat je nog meer acties kan uitvoeren tijdens het gamen. Om je muis te laten onderscheiden van de normale muizen, stel je 1 van de 16,8 miljoen kleuren in waarin je de Sensei laat oplichten.","69,99","SteelSeries","62432","None","Linkshandig, Rechtshandig","8 knoppen","Optisch","None","Bedraad","Ja","7 cm x 12,5 cm x 3,9 cm","Zwart"
Gaming muizen,"Razer Abyssus 2000 + Goliathus Control Fissure bundel","Het is meteen Game on met de Razer Abyssus 2000 & Goliathus Control Fissure bundel, want met een muis én een muismat ga je meteen digitaal de strijd aan. De hoofdrolspeler in deze bundel is de Razer Abyssus, een 1800 dpi gaming muis voor zowel rechts- als linkshandigen. De rubberen grepen aan de zijkanten geven je de grip die je nodig hebt voor snelle actie of FPS games zoals Doom of Overwatch. Daarnaast is er de Goliathus Control Fissure muismat, een  muismat ontworpen voor de precieze muisbewegingen die je met de Abyssus maakt.","49,99","Razer","147165","None","Linkshandig, Rechtshandig","4 knoppen","Optisch","None","Bedraad","Ja","6,4 cm x 11,7 cm x 3,8 cm","Blauw, Groen, Wit"
Gaming muizen,"Trust GXT 164 Sikanda MMO Gaming Muis","De Trust GXT 164 Sikanda MMO gaming muis is er speciaal voor gamers die knoppen tekort komen.  De Sikanda beschikt namelijk aan de linkerkant van de muis over 8 programmeerbare knoppen, handig als je het maximale uit je max level MMO karakter wilt halen. De muis heeft 4 beschikbare profielen in het ingebouwde geheugen, zodat je voor verschillende games of karakter classes over de juiste macro's beschikt. Je tegenstanders verslaan doe je in stijl, want de extra knoppen en de bovenkant van de muis lichten op in jouw lievelingskleur die je instelt met de Trust software.","39,-","Trust","21726","None","Rechtshandig","13 knoppen","Optisch","None","Bedraad","Ja","7,6 cm x 12,8 cm x 4,38 cm","Zwart"
Muizen,"HP Z3200 Draadloze Muis Zwart","De HP Z3200 Draadloze Muis Zwart is een compacte muis die werkt op een frequentie van 2,4 GHz. Hierdoor blijft deze HP muis ook op grotere afstand van je computer of laptop prima werken en heb je geen last van verstoring met andere apparaten. Je hebt geen last meer van kabels of ver uitstekende ontvangers dankzij de compacte nano-ontvanger. Met de meegeleverde batterijen kunt je zo'n 12 maanden vooruit.","26,99","HP","J0E44AA","Compact","Linkshandig, Rechtshandig","3 knoppen","Optisch","None","Draadloos","Nee","5,75 cm x 9,5 cm x 3,35 cm","Zwart"
Muizen,"Logitech M280 Draadloze Muis Blauw","De Logitech M280 Draadloze Muis Blauw is een draadloze optische muis die op vrijwel iedere ondergrond te gebruiken is. De muis ligt fijn in de hand dankzij geronde grips van zacht rubber. Daarnaast is de muis zowel links- als rechtshandig te gebruiken. Je sluit de muis aan via een usb nano-ontvanger. De Logitech M280 heeft een batterijlevensduur van 18 maanden en is dus zeer energiezuinig.","33,99","Logitech","910-004290","Compact","Rechtshandig","3 knoppen","Optisch","None","Draadloos","Nee","10,54 cm x 6,79 cm x 3,84 cm","Blauw"
Gaming muizen,"Asus ROG Gladius II Gaming Muis","Asus ROG Gladius II Gaming Muis is gericht op serieuze FPS gamers. Deze muis heeft namelijk vervangbare Omron switches. Hiermee heb jij zelf de klikweerstand onder controle en is een versleten of defecte switch zo vervangen door een gloednieuwe Omron Switch. Reguliere muizen hebben vaak simpele verlichting, maar de Gladius II blinkt uit door de Aura Sync omtrekverlichting. Deze produceert een neon-achtig effect op de ondergrond en is naar wens in te stellen via de Asus Armory software. Neem je de muis vaak met je mee? Geen probleem: de kabel is loskoppelbaar, maar staat tijdens gebruik op slot zodat je de kabel nooit per ongeluk lostrekt.","94,90","Asus","90MP00R0-B0UA00","None","Rechtshandig","6 knoppen","Optisch","None","Bedraad","Ja","6,7 cm x 12,6 cm x 4,5 cm","Zwart"
Gaming muizen,"Razer Lancehead Tournament Edition Gaming Muis","De Razer Lancehead Tournament Edition is een gaming muis geschikt voor links- en rechtshandige gamers. De Razer Lancehead heeft namelijk duimknoppen aan beide kanten van de muis, zodat iedereen er mee kan gamen. Gebruik je één kant niet? Dan schakel je die knoppen uit in de Razer Synapse Software. De Tournament edition is bedraad, zodat je de muis niet kwijtraakt en je niet midden op een LAN party zonder batterij zit. De switches in de linker- en rechter muisknoppen van de Lancehead zijn mechanisch. Dit geeft een bevredigend klikgeluid en zorgt dat je games elke klik ook echt registreren. De twee Chroma lichtbalken langs de zijkanten van de muis geven een subtiele, programmeerbare lichtshow wanneer je de muis even niet gebruikt.","89,-","Razer","RZ01-02130100-R3G1","None","Linkshandig, Rechtshandig","9 knoppen","Optisch","None","Bedraad","Ja","7,1 cm x 1,17 cm x 3,8 cm","Zwart"
Gaming muizen,"Roccat Kone XTD Gaming Muis","De Roccat Kone XTD Gaming Muis is een vernieuwde versie van Roccat's klassieke shootermuis. Roccat het voor elkaar gekregen om het binnenwerk van de Kone XTD te voorzien van vernieuwde technologie: Een 8200 DPI laser sensor, een 32-bit processor en een geïntegreerde ''Tracking and Distance Control Unit'' zorgen voor nauwkeurige reacties op elke beweging. Bovendien pas je het gewicht van de muis met 4 gewichtjes van elk 5 gram. Zo zet je de Roccat Kone XTD helemaal naar jouw hand. De Roccat Kone XTD beschikt over 8 programmeerbare knoppen en een 4D scrollwiel. Hiermee scroll je verticaal én horizontaal. Met Easy Shift technologie wijs je 2 functies aan elke knop toe, zodat je ineens een tweede set commando's onder de knoppen hebt.","81,99","Roccat","ROC-11-810","Full-size","Rechtshandig","8 knoppen","Laser","None","Bedraad","Ja","7,5 cm x 13 cm x 4 cm","Zwart"
Gaming muizen,"SteelSeries Rival 100 Goud (Alchemy Gold)","Je zou je bijna laten afschrikken door zijn prijs. Maar vergis je niet: je krijgt wel heel erg veel 'gaming muis' voor dit kleine bedrag. SteelSeries heeft zeker niet bezuinigd op de SteelSeries Rival 100. Zes programmeerbare knoppen, een aanpasbare cpi (of dpi) tot 4000 en 16,8 miljoen RGB kleurenopties. Allemaal leuk en wel. Echter, de belangrijkste feature is toch echt de zero hardwareacceleratie. In het kort: De Rival 100 registreert de fysieke afstand altijd 'tzelfde, ongeacht de snelheid waarmee je de muis beweegt. Dit komt precisiewerk zoals headshots louter ten goede.","39,-","SteelSeries","62336","None","Linkshandig, Rechtshandig","6 knoppen","Optisch","None","Bedraad","Ja","6,7 cm x 12,1 cm x 4,4 cm","Oranje"
Muizen,"Microsoft Basic Optical Muis Wit","De Microsoft Basic Optical Muis Wit staat direct tot je beschikking. Deze degelijke muis zit nooit zonder voeding. De Microsoft Basic Optical Muis sluit je aan op je laptop, netbook of PC en je kan direct aan de slag. Of je nou links- of rechtshandig bent, de muis past zich aan. Pas de knoppen aan naar eigen wens, zodat je sneller en efficiënter te werk kan gaan.","21,99","Microsoft","P58-00060","Full-size","Linkshandig, Rechtshandig","3 knoppen","Optisch","None","Bedraad","Nee","5,79 cm x 11,34 cm x 3,92 cm","Wit"
Muizen,"R-Go HE Mouse Verticale Muis","De R-Go HE Mouse Verticale Muis is een ergonomische muis met name dankzij de verticale grip. Deze grip zorgt voor een neutrale, ontspannen stand van hand en pols. Hierdoor beweeg je jouw hand vanuit de onderarm en niet vanuit de pols. Op deze manier worden RSI klachten voorkomen. Daarnaast ligt de muis prettig in de hand, omdat jouw pols en vingers worden ondersteund door de muis. De knoppen zijn instelbaar, waardoor je zelf bepaalt op welke manier je de muis het liefst gebruikt.","59,99","R-Go Tools","RGOHE","Compact","Rechtshandig","4 knoppen","Laser","None","Bedraad","Nee","8,3 cm x 10,5 cm x 7,6 cm","Zwart"
Gaming muizen,"Corsair Scimitar Pro RGB Geel","Met de Corsair Scimitar Pro RGB gaming muis gaat Corsair een stukje verder dan andere MMO muizen. Comfort staat hoog in het vaandel, want het Key Slider-systeem laat je het zijpaneel met 12 knoppen tot 8 mm naar voren of naar achteren schuiven. Hierdoor zijn alle knoppen makkelijk te bereiken, ook als je grotere handen hebt. Daarnaast zijn de zijknoppen mechanisch en zijn 2 van de 4 rijen bedekt met reliëf, zodat je ook 'blind' precies voelt welke knoppen je onder de duim hebt. De muis sluit zich helemaal aan bij je battlestation, want je laat de 4 verlichtingszones apart in een van de 16,8 kleuren oplichten.","84,-","Corsair","CH-9304011-EU","None","Rechtshandig","17 knoppen","Optisch","None","Bedraad","Ja","7,7 cm x 12 cm x 4,24 cm","Geel, Zwart"
Muizen,"Rapoo 3920P Draadloze Muis","De Rapoo 3920P Draadloze Muis is een zeer compacte muis en vooral geschikt voor gebruik met een laptop. De muis beschikt over een laser sensor waardoor je hem vrij kunt bewegen over ieder oppervlak. Samen met zijn formaat maakt dit de muis zeer geschikt voor onderweg. Daarnaast heeft hij de mogelijkheid om de resolutie te wisselen tussen 800 en 1600 dpi. De muis heeft 3 knoppen met verschillende instellingen zoals vooruit, zoom en tilt, zodat je in een handomdraai speciale acties kunt uitvoeren.","39,99","Rapoo","RP 3920P BL","Compact","Linkshandig, Rechtshandig","6 knoppen","Laser","None","Draadloos","Nee","12,8 cm x 4,8 cm x 17,8 cm","Zwart"
Muizen,"Bakker Elkhuizen DXT Precision Muis","De Bakker Elkhuizen DXT Precision Muis is een ergonomische muis die zorgt voor een natuurlijke en neutrale houding van de hand. Dit voorkomt RSI klachten in de toekomst. De muis beschikt over 4 dpi-instellingen en is geschikt voor zowel links- als rechtshandigen. De Bakker Elkhuizen DXT Precision Muis heeft een 197 cm lang draad en is voorzien van 3 knoppen. Deze ergonomische muis is net iets anders dan de traditionele muis, toch went het ontwerp snel, zodat je niet meer zonder kan.","105,99","Bakker Elkhuizen","BNEDXT","Full-size","Linkshandig, Rechtshandig","3 knoppen","Optisch","None","Bedraad","Nee","4,5 cm x 5,6 cm x 8,1 cm","Grijs, Zwart"
Muizen,"Logitech Wireless Mouse T630","De Logitech Wireless Mouse T630 is een muis zonder knoppen, maar met meer mogelijkheden dan een traditionele muis. Het oppervlak van de muis is namelijk als touchpad te gebruiken. Hiermee is klikken, scrollen en vegen mogelijk met je vingers. De Logitech Wireless Mouse T630 is zo ontworpen dat de muis perfect past onder je hand. Dit vergroot het gebruiksgemak en maakt het eenvoudig om de touch functies te gebruiken. Door zijn kleine formaat is hij ook nog eens gemakkelijk mee te nemen. De muis is geheel draadloos en werkt via bluetooth. De muis beschikt over een ingebouwde accu, dus batterijen zijn verleden tijd.","82,99","Logitech","910-003832","Compact","Linkshandig, Rechtshandig","None","Laser","None","Draadloos","Nee","5,9 cm x 8,5 cm x 1,8 cm","Zwart, Zilver"
