product_type,product_name,product_desc,product_price,product_brand,product_model,product_screen,product_screenres,product_response,product_brightness,product_refresh,product_screentype,product_connection,product_dimensions,product_weight
Monitoren,"BenQ GW2780","De BenQ GW2780 is een 27 inch monitor geschikt voor dagelijkse taken als e-mail lezen en internetten. Teksten worden met de Full HD resolutie scherp weergeven en zijn vanuit elke hoek goed zichtbaar dankzij het IPS paneel. Met het blauw licht filter scroll je ook in de late uurtjes nog even door je Facebook tijdlijn heen zonder dat je er vermoeide ogen aan overhoudt. Luister je graag muziek via Spotify? Deze BenQ monitor heeft ingebouwde speakers zodat je gelijk van geluid bent voorzien.","189,-","BenQ","9H.LGELA.TBE","27 inch","1920 x 1080 pixels","5 ms","None","75 Hz","IPS paneel","HDMI, DisplayPort, Hoofdtelefoon","6,12 cm x 1,83 cm x 4,63 cm","4,85 kg"
Monitoren,"AOC AGON AG241QX","De AOC AGON AG241QX gaming monitor geeft snel bewegende beelden vloeiend weer dankzij de verversingssnelheid van 144Hz. Daarnaast synchroniseert de FreeSync technologie de monitor met je videokaart, waardoor je geen last hebt van tearing en stuttering. Met het standaard meegeleverde Agon QuickSwitch keypad schakel je gemakkelijk tussen verschillende gaming presets. Zo stel je snel de helderheid of het contrast in die je nodig hebt voor verschillende games. Draai, kantel en roteer je monitor, of verstel de hoogte, om in de meest comfortabele houding te spelen. Als je een nachtje wilt doorhalen, raken je ogen minder snel vermoeid door de trillingsvrije technologie.","379,-","AOC","AG241QX","24 inch","2560 x 1440 pixels","1 ms","None","144 Hz","TN paneel","HDMI, VGA, DVI, DisplayPort, USB-type A","55,44 cm x 21,3 cm x 48,9 cm","5,53 kg"
Monitoren,"LG 34UM59-P","De LG 34UM59-P is een grote 34 inch monitor waarmee je thuis in meerdere programma's tegelijk werkt of groots aan het gamen gaat. Met de 21:9 beeldverhouding zet je een Excel bestand en je e-mail naast elkaar open zodat je eenvoudig gegevens overneemt. In games zie je met het ultra wide beeldscherm een groter deel van je speelveld. Dankzij het anti-glare scherm heb je geen last van vervelende reflecties door zonlicht. Het IPS paneel geeft kleuren vanuit elke hoek nauwkeurig weer zodat het niet uitmaakt hoe je voor het beeldscherm zit. Speel je wel eens een spelletje? In combinatie met een AMD videokaart maak je gebruik van FreeSync zodat er geen haperende beelden zijn.","379,-","LG","34UM59-P.AEU","34 inch","2560 x 1080 pixels","5 ms","None","60 Hz","IPS paneel","HDMI","82,8 cm x 22 cm x 45,9 cm","7,12 kg"
Monitoren,"AOC i2490VXQ/BT","Via de AOC i2490VXQ/BT heb je alles duidelijk op je netvlies staan terwijl je achter je computer zit. Deze 24 inch monitor is voorzien van een IPS paneel, zodat je onder elke kijkhoek de ware kleuren aanschouwt. Terwijl je naar het scherm kijkt, varen je ogen hier wel bij dankzij het blauwe licht filter. Dit filter zorgt ervoor dat je ogen minder snel vermoeid raken en je geen last krijgt van slaaptekort. Handig als je 's avonds nog een film kijkt. Of wil gamen, want met een reactietijd van 4 ms is de monitor daar ook voor geschikt. Ben je een YouTube filmpje aan het kijken, dan ben je meteen voorzien van geluid door de ingebouwde speakers.","139,-","AOC","i2490VXQ/BT","23,8 inch","1920 x 1080 pixels","4 ms","None","60 Hz","IPS paneel","HDMI, VGA, DisplayPort, Hoofdtelefoon","54,05 cm x 20 cm x 41,2 cm","3,2 kg"
Monitoren,"HP Z30i","De HP Z30i is een 30 inch IPS-monitor welke is voorzien van een matte omlijsting. Dankzij de IPS-techniek is het scherm vanuit elke hoek kristalhelder te bekijken. De hoge resolutie van 2560x1600 zorgt ervoor dat je beschikt over een super gedetailleerd en vooral groot werkoppervlak. De HP Z30i geeft 4,1 miljoen pixels en 1,07 biljoen kleuren weer, ideaal voor foto- en videobewerking. De DisplayPort- en DVI- en HDMI-ingangen bieden flexibele aansluitmogelijkheden op bestaande en nieuwe technologie. Daarnaast zorgt de USB-hub voor aansluiting van 4 apparaten. Zo kan je gewoon vanachter jouw bureau randapparatuur aansluiten in plaats van vanonder. De HP Z30i is niet alleen voor de zakelijke gebruiker. De thuisgebruiker profiteert ook van deze voordelen.","1.319,-","HP","D7P94AT#ABB","30 inch","2560 x 1600 pixels","8 ms","None","60 Hz","IPS paneel","HDMI, VGA, DVI, DisplayPort","69,03 cm x 60,1 cm x 26,64 cm","9,96 kg"
Monitoren,"Acer SA270bid","De Acer SA270bid is een 27 inch Full HD monitor voor het kijken van films of het bewerken van de vakantiekiekjes. Want op het IPS zie je altijd ware kleuren, ongeacht de kijkhoek. Zo kijken anderen ook mee terwijl jij je fotobewerk talent laat zien. Met een dikte van slechts 3,6 centimeter is dit een van de dunnere monitoren op de markt. Dat ziet er strak uit op je bureau. En dankzij de dunne bezels plaats je makkelijk een tweede monitor naast deze Acer. Zo zit er geen dikke rand tussen je twee schermen en loopt het mooi vloeiend in elkaar over.","179,-","Acer","UM.HS0EE.001","27 inch","1920 x 1080 pixels","4 ms","None","60 Hz","IPS paneel","HDMI, VGA, DVI","62,1 cm x 3,6 cm x 37,2 cm","3,2 kg"
Monitoren,"LG 29UM59A","De LG 29UM59A is een ultrawide monitor voor de fanatieke gamer. Door de 21:9 beeldverhouding heb je extra speelruimte in je games, mits je game dit ondersteunt. Haperende beelden zijn verleden tijd dankzij de FreeSync technologie. Deze techniek synchroniseert de verversingssnelheid van je monitor met je AMD videokaart, waardoor je geen last hebt van tearing en stuttering. Met Splitscreen verdeel je het beeld in 4 vensters, waardoor je gemakkelijk multitaskt. Zo sleep je makkelijk foto's in een presentatie en lees je bronnen terwijl je een artikel typt. Via de usb c poort sluit je zonder converter een MacBook of usb c laptop aan op de 29UM59A.","249,-","LG","29UM59A-P.AEU","29 inch","2560 x 1080 pixels","5 ms","None","75 Hz","IPS paneel","HDMI, USB-type C","70,3 cm x 21,3 cm x 41,4 cm","5,2 kg"
Monitoren,"BenQ Zowie XL2546","De BenQ Zowie XL2546 is een 24,5 inch gaming monitor met een refresh rate van 240Hz. Hierdoor geeft de Zowie zelfs de snelst bewegende beelden vloeiend weer als je videokaart het aankan. Tijdens al die snelle actie zorgt de Dynamic Accuracy technologie voor een motion blur vermindering, zodat je geen last hebt van vage, door elkaar lopende frames. Monteer de meegeleverde schermkappen, zodat je niet afgeleid raakt tijdens een killstreak. Speel jij verschillende games waar je verschillende instellingen voor nodig hebt? Dan selecteer je deze en sla je ze op met de S-Switch, een kastje waarmee je het menu van de monitor bedient.","529,-","BenQ","9H.LG9LB.QBE","24,5 inch","1920 x 1080 pixels","1 ms","None","240 Hz","TN paneel","HDMI, DVI, DisplayPort, Hoofdtelefoon, USB-type A","56,9 cm x 22,6 cm x 51,5 cm","7,5 kg"
Monitoren,"Asus ROG Strix XG258Q","Asus heeft de ROG Strix XG258Q monitor speciaal ontworpen voor de professionele gamer. Deze 24 inch monitor is voor de fanatieke shooter liefhebber die veel games speelt met snel bewegende beelden, die vloeiend worden weergegeven door de hoge verversingssnelheid van 240Hz. Ook haperend beeld behoort tot het verleden als je een AMD videokaart hebt, want dan profiteer je van de FreeSync technologie. Dat de monitor geschikt is voor lange speelsessies, merk je aan de verstelbaarheid. Want de monitor is op elke mogelijke manier neer te zetten op je bureau. En als extra toevoeging laat je je monitor oplichten in één van de 16,8 miljoen kleuren dankzij de RGB verlichting aan de onderkant en achterkant.","519,-","Asus","90LM03U0-B01370","24,5 inch","1920 x 1080 pixels","1 ms","None","240 Hz","TN paneel","HDMI, DisplayPort, USB-type A","56,4 cm x 25,37 cm x 38,3 cm","5,5 kg"
Monitoren,"iiyama ProLite LE4840S-B1","De iiyama ProLite LE4840S-B1 is een monitor die je ophangt in je winkel, hotel, school, kroeg of andere bedrijfsruimte. Met deze 48 inch Large Format Display houd je klanten of gasten op de hoogte van het nieuws, de laatste aanbiedingen en andere relevante informatie. Het Full HD beeldscherm heeft een kijkhoek van 178 graden. Daardoor kun je de beelden op het scherm ook zien als je er bijna naast staat of onderdoor loopt. Je kunt het Large Format Display twaalf uur onafgebroken aan laten staan, dus deze moderne informatiezuil houdt het met gemak een hele werkdag vol.","599,-","Iiyama","LE4840S-B1","48 inch","1920 x 1080 pixels","8 ms","None","60 Hz","VA paneel","HDMI, VGA, DVI, Hoofdtelefoon, USB-type A","108,2 cm x 62,35 cm x 6,1 cm","11,5 kg"
Monitoren,"Samsung C32F391FWU","Omgeef jezelf met de nieuwste films, series en games dankzij de Samsung C32F391FWU. Deze 32 inch monitor is curved, oftewel gebogen, en dus vouwt het beeld zich een beetje om je heen. Door dat panoramisch effect hoeven je ogen minder te bewegen om het hele scherm te zien en raken ze minder snel vermoeid. Tijdens het gamen zorgt de reactietijd van 4 ms ervoor dat de besturing strak en zonder vertragingen aanvoelt als jij aan een ongelofelijke killstreak bezig bent. Of profiteer van de werkruimte die deze Samsung monitor biedt en zet meerdere programma's en websites naast elkaar open. Zit je vaak langere tijd voor je monitor? De trillingsvrije technologie zorgt ervoor dat je minder snel last krijgt van vermoeide of geïrriteerde ogen.","329,-","Samsung","LC32F391FWUXEN","32 inch","1920 x 1080 pixels","4 ms","None","60 Hz","VA paneel","HDMI, DisplayPort","72,43 cm x 24,77 cm x 52,22 cm","6,2 kg"
Monitoren,"Acer SA240Ybid","De Acer SA240Ybid is een 24 inch Full HD monitor voor het kijken van films of het bewerken van de vakantiekiekjes. Want op het IPS zie je altijd ware kleuren, ongeacht de kijkhoek. Zo kijken anderen ook mee terwijl jij je fotobewerk talent laat zien. Met een dikte van slechts 3,6 centimeter is dit een van de dunnere monitoren op de markt. Dat ziet er strak uit op je bureau. En dankzij de dunne bezels plaats je makkelijk een tweede monitor naast deze Acer. Zo zit er geen dikke rand tussen je twee schermen en loopt het mooi vloeiend in elkaar over.","129,-","Acer","UM.QS0EE.001","23,8 inch","1920 x 1080 pixels","4 ms","None","60 Hz","IPS paneel","HDMI, VGA, DVI","54 cm x 3,6 cm x 32,3 cm","2,85 kg"
Monitoren,"iiyama ProLite TF3237MSC-B3AG","De iiyama ProLite TF3237MSC-B3AG is een 32 inch large format display met krasbestendig 'capacitief' touchscreen. Een capacitief touchscreen bestaat uit een extra glaslaag die aanraking via elektrische signalen tot op de milimeter detecteert. De touch detectie blijft werken, zelfs als de glaslaag beschadigd is. Wanneer je het scherm met een touchpen bedient, voorkomt de Palm Rejection techniek accidentele aanrakingen tijdens het schrijven. Het VA paneel van het display zorgt ervoor dat klanten, studenten en collega's vanuit elke hoek de ware kleuren zien. Schijnt de zon naar binnen? De anti glare coating vermindert schitteringen en reflecties zodat het scherm ook in de zon goed zichtbaar is.","1.269,-","Iiyama","TF3237MSC-B3AG","32 inch","1920 x 1080 pixels","8 ms","None","60 Hz","AMVA paneel","HDMI, VGA, DVI, USB-type A","78,1 cm x 6,9 cm x 47,6 cm","17,3 kg"
Monitoren,"Eizo FlexScan EV3237-GY","De Eizo EV3237-GY is een 31,5 inch IPS-monitor met een 4K-resolutie. Dankzij deze enorm hoge resolutie van 3840x2160 pixels, geniet je van veel werkruimte en een zeer helder beeld. De monitor is speciaal gemaakt voor PTC, SolidWorks, AutoCAD, Maya of andere CAD/CAM software. Dankzij de IPS-techniek is het scherm vanuit elke hoek kristalhelder te bekijken. De DisplayPort-, HDMI- en DVI-ingangen bieden flexibele aansluitmogelijkheden. Daarnaast kun je met de usb-hub tot 3 apparaten op de monitor aansluiten. De monitor is in hoogte verstelbaar, kantelbaar en draaibaar.","1.259,-","Eizo","EV3237-GY","32 inch","3840 x 2160 pixels","5 ms","None","60 Hz","IPS paneel","HDMI, DVI, DisplayPort, Hoofdtelefoon, USB-type A","73 cm x 25 cm x 58 cm","10,6 kg"
Monitoren,"Eizo FlexScan EV3237-BK","De Eizo EV3237-BK is een 31,5 inch IPS-monitor met een 4K-resolutie. Dankzij deze enorm hoge resolutie van 3840x2160 pixels, geniet je van veel werkruimte en een zeer helder beeld. De monitor is speciaal gemaakt voor PTC, SolidWorks, AutoCAD, Maya of andere CAD/CAM software. Dankzij de IPS-techniek is het scherm vanuit elke hoek kristalhelder te bekijken. De DisplayPort-, HDMI- en DVI-ingangen bieden flexibele aansluitmogelijkheden. Daarnaast kun je met de usb-hub tot 3 apparaten op de monitor aansluiten. De monitor in hoogte verstelbaar, kantelbaar en draaibaar.","1.259,-","Eizo","EV3237-BK","32 inch","3840 x 2160 pixels","5 ms","None","60 Hz","IPS paneel","HDMI, DVI, DisplayPort, Hoofdtelefoon, USB-type A","73 cm x 25 cm x 58 cm","10,6 kg"
Monitoren,"HP EliteDisplay E243","De HP EliteDisplay E243 is een 24 inch monitor die op meerdere manieren verstelbaar is. Zo ga je ergonomisch te werk en pas je de monitor aan jouw zithouding aan. Gebruik de EliteDisplay E243 op kantoor voor simpele taken als tekstverwerken, internetten en spreadsheets. Het IPS paneel zorgt voor brede kijkhoeken en een natuurgetrouwe kleurweergave op het scherpe Full HD beeldscherm. Zo laat je jouw collega's makkelijk meekijken naar een presentatie die je in elkaar geknutseld hebt. Test ook meteen of je presentatie is voorzien van de juiste muziek, want door de ingebouwde luidsprekers speel je een video direct af vanaf het scherm. Of zet een tweede monitor naast de EliteDisplay, want door de dunne bezels is het scherm geschikt voor een multi monitor set up.","239,-","HP","1FH47AT#ABB","23,8 inch","1920 x 1080 pixels","5 ms","None","60 Hz","IPS paneel","HDMI, VGA, DisplayPort, Hoofdtelefoon, USB, USB-type A","53,88 cm x 20,5 cm x 33,3 cm","5,6 kg"
Monitoren,"BenQ Zowie XL2430","De BenQ Zowie XL2430 is een 24 inch led monitor speciaal ontworpen voor hardcore gamers. De monitor beschikt over Motion Blur Reduction, wat niet alleen zorgt voor scherper beeld tijdens snel bewegende games, maar ook nog eens vermoeidheid van de ogen voorkomt. De BenQ XL2430T is in hoogte verstelbaar, draaibaar, kantelbaar en zelfs roteerbaar. Bovendien heeft deze gaming monitor een refresh-rate van 144 Hz voor een vloeiende game ervaring. Dankzij het ronde paneel op de voet kun je meerdere instellingen opslaan. Ben je een hardcore gamer? Dan kan je echt niet om de BenQ Zowie XL2430 heen!","349,-","BenQ","9H.LF1LB.QBE","24 inch","1920 x 1080 pixels","1 ms","None","144 Hz","TN paneel","HDMI, VGA, DVI, DisplayPort, Hoofdtelefoon, USB-type A","56,8 cm x 19,9 cm x None","7 kg"
Monitoren,"BenQ GW2270HM","De BenQ GW2270HM is een 21,5 inch monitor waar je Full HD films op kijkt en je vakantiefoto's op bewerkt. Of je nu onderuit gezakt zit of met meerdere mensen achter de monitor staat, het beeldscherm is vanuit iedere hoek goed te zien dankzij het VA paneel. Het hoge contrast van dit paneel zorgt voor diepe zwartwaarden. Haal je een nacht door om een verslag af te maken of ben je lang aan je fotoalbum bezig? Dan zorgen het blauw licht filter en de trillingsvrije technologie ervoor dat je ogen minder snel vermoeid en geïrriteerd raken. De GW2270HM beschikt over een anti-glare paneel, waardoor je geen last hebt van weerspiegelingen en vingerafdrukken op je scherm.","119,-","BenQ","9H.LEXLA.TBE","22 inch","1920 x 1080 pixels","5 ms","None","60 Hz","VA paneel","HDMI, VGA, DVI, Hoofdtelefoon","54,6 cm x 26,8 cm x 47,6 cm","3,6 kg"
Monitoren,"Samsung LC32H711QEUXEN","De Samsung LC32H711QEUXEN is een 32 inch curved monitor waarop je aan je grafische projecten werkt. Het beeldscherm kromt zich een beetje om je heen, waardoor je de kleuren over het hele beeldscherm gelijk waarneemt voor een intensere ervaring. Dankzij de Quantum Dot technologie geeft deze monitor 125% van het sRGB kleurenspectrum weer, wat levensechte kleuren oplevert. Het VA paneel zorgt voor diepe zwartwaarden en een brede kijkhoek, waardoor je vanuit elke positie goed zicht hebt op je beeldscherm. Maak je lange dagen achter je monitor? Dan beschermen het blauw licht filter en het curved design je ogen tegen vermoeidheid en irritatie. De FreeSync technologie zorgt voor vloeiende bewegende beelden tijdens het bewerken van video's. De monitor beschikt ten slotte over kabelmanagement, waardoor je de kabels in het achterpaneel opbergt. Zo ziet je bureau er altijd opgeruimd uit.","549,-","Samsung","LC32H711QEUXEN","32 inch","2560 x 1440 pixels","4 ms","None","60 Hz","VA paneel","HDMI, DisplayPort","71,25 cm x 27,63 cm x 51,9 cm","6,8 kg"
Monitoren,"Asus PA328Q","De Asus PA328Q biedt je een buitengewoon scherp beeld voor onder andere professioneel grafisch gebruik. De sRGB kleurruimte toont je dezelfde ware kleuren op het scherm als dat ze op papier gedrukt zijn. Dit in combinatie met het IPS paneel en de 4K resolutie voor een kraakhelder beeld. Stel het scherm in op jouw favoriete werkstand en je kunt de hele dag aan de slag.","1.249,-","Asus","90LM00X0-B01370","32 inch","3840 x 2160 pixels","6 ms","None","60 Hz","IPS paneel","HDMI, DisplayPort, Hoofdtelefoon, USB-type A","73,44 cm x 24 cm x 61,5 cm","11,68 kg"
Monitoren,"BenQ ST550K","De BenQ ST550K Large Format Display is een scherm met 4K resolutie van 55 inch voor professioneel gebruik. Plaats dit scherm op kantoor voor het geven van presentaties, of voorzie je klanten van informatie in de winkel. Wil je het beeld 's avonds aanlaten? Met de lichtsensor, heldere kleurweergave en grote kijkhoek zorg je ervoor dat het scherm altijd goed zichtbaar blijft. Zo attendeer je toeschouwers gemakkelijk op de laatste aanbiedingen of relevante informatie.","1.199,-","BenQ","","55 inch","3840 x 2160 pixels","6 ms","None","60 Hz","IPS paneel","HDMI","124,7 cm x 8 cm x 72,5 cm","15 kg"
Monitoren,"iiyama ProLite XB2783HSU-B3","Of je nou foto's bewerkt, een filmpje kijkt of aan het gamen gaat: voor de iiyama ProLite iiyama ProLite XB2783HSU-B3 zit je altijd comfortabel. Deze 27 inch monitor is namelijk op maar liefst 4 manieren te verstellen, zodat je altijd de goede positie vindt die bij jouw werkhouding past. Geen nekpijn dus terwijl je beeldmateriaal in detail bewerkt in Full HD of al je vijanden verslaat in je favoriete games. Zonder dat je last hebt van schokkerig beeld, want de reactietijd van deze monitor is slechts 4 ms. En speel je door tot in de vroege uurtjes, dan zorgt het blauw licht filter ervoor dat je ogen niet snel moe worden.","219,-","Iiyama","XB2783HSU-B3","27 inch","1920 x 1080 pixels","4 ms","None","75 Hz","VA paneel","HDMI, VGA, DisplayPort, USB-type A","622,5 cm x 230 cm x 400,5 cm","6 kg"
Monitoren,"Dell Ultrasharp U2415","De Dell U2415 is een 24 inch WUXGA AH-IPS-monitor. Door de AH-IPS-techniek geniet je van een levensechte kleurweergave en is het beeld vanuit elke hoek haarscherp te zien. Dankzij de 99% sRGB-kleurruimte is deze monitor zeer geschikt voor foto- en videobewerking. Omdat de monitor in hoogte verstelbaar, draaibaar, kantelbaar en 90 graden roteerbaar is, werk je altijd in de meest optimale stand. Deze monitor sluit je aan via HDMI, DisplayPort of mini DisplayPort. Bovendien is de Dell U2415H uitgerust met een MHL-poort. Hiermee verbindt je jouw Android-telefoon met de monitor en kun je apps, games, foto's en films bekijken. Daarnaast heeft de Dell U2415H een ingebouwde usb-hub, zodat je gemakkelijk randapparatuur aansluit.","319,-","Dell","210-AEVE","24 inch","1920 x 1200 pixels","8 ms","None","60 Hz","IPS paneel","HDMI, DisplayPort, Hoofdtelefoon, USB-type A","53,32 cm x 20,5 cm x 51,79 cm","4,25 kg"
Monitoren,"iiyama ProLite B2482HD-B1","Maak je werkplek compleet met de iiyama ProLite B2482HD-B1, een 'flexibele' monitor zonder al te veel toeters en bellen. Dit beeldscherm is draaibaar, roteerbaar, kantelbaar en in hoogte verstelbaar. Zo vind je altijd de stand die past bij jouw werkhouding. Geen last van je nek of rug dus als jij een paar uur aan je presentatie sleutelt op het Full HD beeldscherm. Werk je graag met meerdere monitoren naast elkaar? Verbind 2 van deze iiyama ProLites aan dezelfde computer via de DVI-D en VGA aansluitingen.","149,-","Iiyama","B2482HD-B1","24 inch","1920 x 1080 pixels","5 ms","None","60 Hz","TN paneel","VGA, DVI","56,55 cm x 20,3 cm x 41,2 cm","3,3 kg"
Monitoren,"iiyama ProLite TH4265MIS-B1AG","De iiyama ProLite TH4265MIS-B1AG is een 42 inch monitor die je ophangt in je winkel, bedrijf of klaslokaal. Het infrarood touchscreen detecteert 20 aanrakingen tegelijk, zonder dat je het touchscreen daadwerkelijk aanraakt. Hierdoor werk je met meerdere mensen tegelijk op het scherm en beschadig je het scherm minder snel. Handig voor interactie met klanten, klassikale lesprogramma's of brainstormsessies. Deze large format display beschikt over een omgevingslichtsensor, waardoor hij in elke situatie de juiste helderheid heeft en energie bespaart. Het AMVA3 paneel geeft goede zwartwaarden ware kleuren vanuit elke hoek weer. De ProLite overleeft een lange werkdag, want hij gebouwd op 18 uur gebruik per dag.","1.399,-","Iiyama","TH4265MIS-B1AG","42 inch","1920 x 1080 pixels","6,5 ms","None","75 Hz","AMVA paneel","HDMI, VGA, Hoofdtelefoon, USB-type A","93,02 cm x 74 cm x 52,33 cm","24,6 kg"
Monitoren,"Samsung C27F591FDU","Met de Samsung C27F591FDU omring jij jezelf door je favoriete spellen en heb je nooit meer last van haperingen in de gameplay. Deze monitor is curved, oftewel gebogen, en dus vouwt het beeld zich een beetje om je heen. Door dat panoramische effect hoeven je ogen minder te bewegen om het hele scherm te zien en raken ze minder snel vermoeid. Deze Samsung monitor beschikt bovendien over de AMD FreeSync technologie. Deze vinding zorgt voor een soepele gameplay, zonder tearing of stuttering. Terwijl de besturing tijdens het gamen strak aanvoelt dankzij de reactietijd van 4 ms. Zit je vaak langere tijd voor je monitor? De trillingsvrije technologie zorgt ervoor dat je minder snel last krijgt van geïrriteerde ogen.","309,-","Samsung","LC27F591FDUXEN","27 inch","1920 x 1080 pixels","4 ms","None","60 Hz","VA paneel","HDMI, VGA, DisplayPort, Hoofdtelefoon","61,42 cm x 27,04 cm x 45,73 cm","4,4 kg"
Monitoren,"Eizo FORIS FS2735","De Eizo FS2735 is een gaming monitor die samenwerkt met je smartphone. Word je tijdens het spelen van je favoriete spel gebeld, dan verschijnt onderaan het beeldscherm een notificatie. Zo hoef je niet bang te zijn dat je een belangrijk telefoontje mist terwijl je een gigantische killstreak aan het neerzetten bent. Al trillen tegenstanders toch al als een rietje als jij voor dit scherm gaat zitten. De AMD Freesync-technologie zorgt ervoor dat je geen last hebt van 'stotterend' beeld, zodat je volgende slachtoffer haarscherp in het vizier blijft. Verstoppen in een donker hoekje is ook geen optie, want dankzij de gamemodus zie je ook scherp als je tegenstanders zich op slecht verlichte plekken schuil houden.","1.119,-","Eizo","FS2735-BK","27 inch","2560 x 1440 pixels","1 ms","None","144 Hz","IPS paneel","HDMI, DVI, DisplayPort, Hoofdtelefoon, USB-type A","62 cm x 20 cm x 39 cm","7,1 kg"
Monitoren,"BenQ PV3200PT","Post productie, foto's bewerken en animeren, op de 32 inch BenQ PV3200PT 4K monitor lever je alleen de beste kwaliteit. Door de hoge resolutie komen zelfs de kleinste details scherp in beeld, zo ga je accuraat te werk. De monitor dekt 100% van het sRGB en Rec.709 kleurenspectra, hierdoor komt de kleurechtheid van je werk overeen met het eindproduct. De hardware calibratie zorgt namelijk dat de calibratie instellingen onafhankelijk van de computer instellingen consistent blijven, hierdoor hoef je niet telkens opnieuw het scherm te calibreren. Met de OSB controller in de voet van de monitor wissel je met een druk op de knop tussen de verschillende beschikbare calibratie profielen, zo heb je voor elke taak meteen de juiste instellingen.","1.119,-","BenQ","9H.LEFLB.QBE","32 inch","3840 x 2160 pixels","5 ms","None","60 Hz","IPS paneel","HDMI, DisplayPort, USB-type A","74 cm x 23,4 cm x 49 cm","12,2 kg"
Monitoren,"BenQ BL2711U","Als je foto's of videos wil bewerken is een goed beeldscherm noodzakelijk. Door de IPS technologie is het beeldscherm van de BenQ BL2711U vanuit elke hoek goed zichtbaar en worden kleuren beter weergegeven. Met de BenQ BL2711U mis je zo geen enkel detail. Door de 4k resolutie kun je ook nog eens veel informatie kwijt. Zo zet je eenvoudig meerdere vensters naast elkaar om snel te kunnen multitasken.","499,-","BenQ","9H.LD2LB.QBE","27 inch","3840 x 2160 pixels","4 ms","None","75 Hz","IPS paneel","HDMI, DVI, DisplayPort, Hoofdtelefoon, USB-type A","63,9 cm x 24 cm x 55,1 cm","0,008 kg"
Monitoren,"iiyama G-Master Gold Phoenix G3266HS-B1","Met de iiyama G-Master Gold Phoenix G3266HS-B1 heb je jouw spelwereld helemaal goed op je netvlies staan. Het gekromde beeldscherm geeft namelijk een panoramisch effect zodat je het hele speelveld overzichtelijk voor je hebt staan. Last van haperend beeld is verleden tijd voor jou als je een AMD videokaart hebt, want de FreeSync technologie laat je videokaart en deze iiyama samenwerken om zo haperend beeld te voorkomen. En speel je game als Counter Strike met snel bewegende beelden, dan maak je gebruik van de 144Hz verversingssnelheid. Hierdoor worden zelfs de snelste beelden vloeiend weergegeven. Last van donkere omgevingen tijdens het gamen? Het VA paneel toont betere zwartwaarden, zodat je je vijanden altijd ziet staan in dat donkere hoekje.","399,-","Iiyama","G3266HS-B1","31,5 inch","1920 x 1080 pixels","3 ms","None","144 Hz","VA paneel","HDMI, VGA, DVI, DisplayPort, USB, USB-type A","72,1 cm x 25,4 cm x 54,55 cm","8,2 kg"
Monitoren,"Samsung S24E450B","De Samsung S24E450B is een Full HD-monitor voor zakelijk gebruik. Draai, kantel en roteer de monitor voor de beste werkhouding. Handig als je meerdere schermen naast elkaar gebruikt. Met het anti-reflecterende scherm heb je geen last van reflectie, lichtinval of vette afdrukken. De monitor verbruikt in stand-by slechts 0,3 Watt, waardoor je bespaart op de jaarlijkse energierekening.","179,-","Samsung","LS24E45KBSV/EN","24 inch","1920 x 1080 pixels","5 ms","None","60 Hz","TN paneel","VGA, DVI","56,54 cm x 22,4 cm x 48,68 cm","5,87 kg"
Monitoren,"HP Z Display Z34c","De HP Z Display Z34c is een gebogen ultrawide monitor waarop je genoeg ruimte hebt voor grote projecten. Werk met meerdere vensters tegelijkertijd als je data overzet of bewerkte foto's naar je website sleept. Het curved beeldscherm geeft een panoramisch effect, wat kleuren beter weergeeft. Doordat het scherm zich als het ware om je heen buigt, hoeven je ogen minder inspanning te leveren om alles op het extra brede scherm te zien. Deze monitor geeft door de hoge helderheid van 350 cd/m2 kleuren goed weer en zorgt ervoor dat je het beeld goed ziet in fel verlichte ruimtes. Dankzij het anti glare paneel heb je geen last van weerspiegelingen en invallend zonlicht.","1.099,-","HP","K1U77A4#ABB","34 inch","3440 x 1440 pixels","8 ms","None","60 Hz","VA paneel","HDMI, DisplayPort, USB-type A","95,08 cm x 19,72 cm x 47,71 cm","9,83 kg"
Monitoren,"iiyama ProLite T2452MTS-B5","De iiyama ProLite T2452MTS-B5 is een monitor met touchscreen voor de creatieve zakelijke gebruiker. Voer swipend en tikkend je taken uit en scroll met je vingers je to-do lijst af. Zoom in op afbeeldingen tijdens een presentatie en swipe snel door je apps heen. Schiet je met een creatieve sessie iets te binnen? Teken het dan snel uit met de meegeleverde touchpen. Met een reactietijd van 2 ms is deze monitor ook geschikt voor games die je via het touchscreen bestuurt, zoals RTS games of simpele games als schaken en Angry Birds. Houd je werkplek netjes en bespaar ruimte dankzij de ingebouwde speakers.","289,-","Iiyama","T2452MTS-B5","24 inch","1920 x 1080 pixels","2 ms","None","75 Hz","TN paneel","HDMI, VGA, DVI, Hoofdtelefoon, USB-type A","55,6 cm x 22,05 cm x 39,3 cm","6,7 kg"
